#,院校名称,所在地,院校隶属,研究生院,自划线院校,院校代码,IS211,IS985,AB,双一流
737,国家体育总局体育科学研究所,北京,国家体育总局,0,0,84601,0,0,A,0
738,中国建筑材料科学研究总院,北京,北京市,0,0,84901,0,0,A,0
739,中国气象科学研究院,北京,中国气象局,0,0,85101,0,0,A,0
740,自然资源部第一海洋研究所,山东,国家海洋局,0,0,85301,0,0,A,0
741,自然资源部第二海洋研究所,浙江,自然资源部,0,0,85302,0,0,A,0
742,自然资源部第三海洋研究所,福建,国家海洋局,0,0,85303,0,0,A,0
743,国家海洋环境预报中心,北京,自然资源部,0,0,85304,0,0,A,0
744,国家海洋技术中心,天津,自然资源部,0,0,85305,0,0,A,0
745,中国地震局地球物理研究所,北京,中国地震局,0,0,85401,0,0,A,0
746,中国地震局地质研究所,北京,中国地震局,0,0,85402,0,0,A,0
747,中国地震局兰州地震研究所,甘肃,中国地震局,0,0,85403,0,0,B,0
748,中国地震局地震研究所,湖北,中国地震局,0,0,85404,0,0,A,0
749,中国地震局地震预测研究所,北京,中国地震局,0,0,85405,0,0,A,0
750,中国地震局工程力学研究所,黑龙江,中国地震局,0,0,85406,0,0,A,0
751,应急管理部国家自然灾害防治研究院,北京,应急管理部,0,0,85407,0,0,A,0
752,中国计量科学研究院,北京,国家市场监督管理总局,0,0,85801,0,0,A,0
753,中国医药工业研究总院,上海,转制科研单位,0,0,85901,0,0,A,0
754,中国测绘科学研究院,北京,自然资源部,0,0,86001,0,0,A,0
755,中国舰船研究院,北京,工业与信息化部,0,0,86201,0,0,A,0
756,武汉数字工程研究所,湖北,工业与信息化部,0,0,86202,0,0,A,0
757,中国舰船研究设计中心(701所),湖北,工业与信息化部,0,0,86203,0,0,A,0
758,杭州应用声学研究所,浙江,工业与信息化部,0,0,86204,0,0,A,0
759,中国船舶科学研究中心,江苏,工业与信息化部,0,0,86205,0,0,A,0
760,中国船舶及海洋工程设计研究院,上海,工业与信息化部,0,0,86206,0,0,A,0
761,上海船舶设备研究所,上海,工业与信息化部,0,0,86207,0,0,A,0
762,上海船用柴油机研究所,上海,工业与信息化部,0,0,86208,0,0,A,0
763,哈尔滨船舶锅炉涡轮机研究所,黑龙江,工业与信息化部,0,0,86209,0,0,A,0
764,江苏自动化研究所,江苏,工业与信息化部,0,0,86210,0,0,A,0
765,天津航海仪器研究所,天津,工业与信息化部,0,0,86211,0,0,A,0
766,西安精密机械研究所,陕西,工业与信息化部,0,0,86212,0,0,A,0
767,郑州机电工程研究所,河南,工业与信息化部,0,0,86213,0,0,A,0
768,洛阳船舶材料研究所,河南,工业与信息化部,0,0,86214,0,0,A,0
769,武汉船用电力推进装置研究所,湖北,工业与信息化部,0,0,86215,0,0,A,0
770,华中光电技术研究所,湖北,工业与信息化部,0,0,86216,0,0,A,0
771,武汉船舶通信研究所,湖北,工业与信息化部,0,0,86217,0,0,A,0
772,武汉第二船舶设计研究所,湖北,工业与信息化部,0,0,86218,0,0,A,0
773,上海船舶电子设备研究所,上海,工业与信息化部,0,0,86219,0,0,A,0
774,大连测控技术研究所,辽宁,工业与信息化部,0,0,86220,0,0,A,0
775,邯郸净化设备研究所,河北,工业与信息化部,0,0,86221,0,0,A,0
776,中国石油化工股份有限公司石油化工科学研究院,北京,中国石油化工集团有限公司,0,0,86301,0,0,A,0
777,昆明贵金属研究所,云南,转制科研单位,0,0,86401,0,0,B,0
778,北京矿冶研究总院,北京,北京市,0,0,86402,0,0,A,0
779,北京有色金属研究总院,北京,北京市,0,0,86403,0,0,A,0
780,长沙矿山研究院,湖南,转制科研单位,0,0,86404,0,0,A,0
781,郑州烟草研究院,河南,国家烟草专卖局,0,0,86601,0,0,A,0
782,北京市科学技术研究院城市安全与环境科学研究所,北京,北京市,0,0,87102,0,0,A,0
783,北京市生态环境保护科学研究院,北京,北京市,0,0,87103,0,0,A,0
784,北京市心肺血管疾病研究所,北京,北京市,0,0,87110,0,0,A,0
785,北京市市政工程研究院,北京,北京市,0,0,87111,0,0,A,0
786,北京市结核病胸部肿瘤研究所,北京,北京市,0,0,87112,0,0,A,0
787,北京市创伤骨科研究所,北京,北京市,0,0,87113,0,0,A,0
788,首都儿科研究所,北京,北京市,0,0,87120,0,0,A,0
789,山西省中医药研究院,山西,山西省,0,0,87401,0,0,A,0
790,黑龙江省中医药科学院,黑龙江,黑龙江省,0,0,87801,0,0,A,0
791,黑龙江省社会科学院,黑龙江,黑龙江省,0,0,87802,0,0,A,0
792,黑龙江省科学院,黑龙江,黑龙江省,0,0,87804,0,0,A,0
793,上海市计算技术研究所,上海,上海市,0,0,87901,0,0,A,0
794,上海国际问题研究院,上海,上海市,0,0,87902,0,0,A,0
795,上海社会科学院,上海,上海市,0,0,87903,0,0,A,0
796,江苏省中国科学院植物研究所,江苏,江苏省,0,0,88001,0,0,A,0
797,江苏省血吸虫病防治研究所,江苏,江苏省,0,0,88002,0,0,A,0
798,浙江省医学科学院,浙江,浙江省,0,0,88101,0,0,A,0
799,湖北省社会科学院,湖北,湖北省,0,0,88701,0,0,A,0
800,广东省社会科学院,广东,广东省,0,0,88901,0,0,A,0
801,广东省心血管病研究所,广东,广东省,0,0,88911,0,0,A,0
802,四川省社会科学院,四川,四川省,0,0,89101,0,0,A,0
803,中共北京市委党校,北京,北京市,0,0,89611,0,0,A,0
804,中共辽宁省委党校,辽宁,辽宁省,0,0,89621,0,0,A,0
805,中共吉林省委党校(吉林省行政学院),吉林,吉林省,0,0,89622,0,0,A,0
806,中共黑龙江省委党校,黑龙江,黑龙江省,0,0,89623,0,0,A,0
807,中共上海市委党校,上海,上海市,0,0,89631,0,0,A,0
808,中共江苏省委党校,江苏,江苏省,0,0,89632,0,0,A,0
809,中共浙江省委党校,浙江,浙江省,0,0,89633,0,0,A,0
810,中共山东省委党校(山东行政学院）,山东,山东省,0,0,89637,0,0,A,0
811,中共湖北省委党校,湖北,湖北省,0,0,89642,0,0,A,0
812,中共湖南省委党校,湖南,湖南省,0,0,89643,0,0,A,0
813,中共广东省委党校,广东,广东省,0,0,89644,0,0,A,0
814,中共重庆市委党校,重庆,重庆市,0,0,89650,0,0,A,0
815,中共四川省委党校,四川,四川省,0,0,89651,0,0,A,0
816,中共陕西省委党校,陕西,陕西省,0,0,89661,0,0,A,0
817,国防大学,北京,解放军,0,0,91001,0,0,A,0
818,国防科技大学,湖南,解放军,1,0,91002,1,1,A,1
819,陆军指挥学院,江苏,解放军,0,0,91003,0,0,A,0
820,陆军工程大学,江苏,解放军,0,0,91004,0,0,A,0
821,陆军步兵学院,江西,解放军,0,0,91005,0,0,A,0
822,陆军装甲兵学院,北京,解放军,0,0,91006,0,0,A,0
823,陆军炮兵防空兵学院,安徽,解放军,0,0,91007,0,0,A,0
824,陆军航空兵学院,北京,解放军,0,0,91008,0,0,A,0
825,陆军特种作战学院,广西,解放军,0,0,91009,0,0,B,0
826,陆军防化学院,北京,解放军,0,0,91011,0,0,A,0
827,陆军军医大学,重庆,解放军,0,0,91012,0,0,A,0
828,陆军军事交通学院,天津,解放军,0,0,91013,0,0,A,0
829,陆军勤务学院,重庆,解放军,0,0,91014,0,0,A,0
830,海军指挥学院,江苏,解放军,0,0,91015,0,0,A,0
831,海军工程大学,湖北,解放军,0,0,91016,0,0,A,0
832,海军大连舰艇学院,辽宁,解放军,0,0,91017,0,0,A,0
833,海军潜艇学院,山东,解放军,0,0,91018,0,0,A,0
834,海军航空大学,山东,解放军,0,0,91019,0,0,A,0
835,海军军医大学,上海,解放军,1,0,91020,0,1,A,1
836,海军勤务学院,天津,解放军,0,0,91021,0,0,A,0
837,空军指挥学院,北京,解放军,0,0,91023,0,0,A,0
838,空军工程大学,陕西,解放军,0,0,91024,0,0,A,0
839,空军航空大学,吉林,解放军,0,0,91025,0,0,A,0
840,空军预警学院,湖北,解放军,0,0,91026,0,0,A,0
841,空军军医大学,陕西,解放军,1,0,91030,0,1,A,1
842,空军勤务学院,江苏,解放军,0,0,91031,0,0,A,0
843,火箭军指挥学院,湖北,解放军,0,0,91033,0,0,A,0
844,火箭军工程大学,陕西,解放军,0,0,91034,0,0,A,0
845,航天工程大学,北京,解放军,0,0,91036,0,0,A,0
846,信息工程大学,河南,解放军,0,0,91037,0,0,A,0
847,武警指挥学院,天津,解放军,0,0,91038,0,0,A,0
848,武警工程大学,陕西,解放军,0,0,91039,0,0,A,0
849,武警后勤学院,天津,解放军,0,0,91042,0,0,A,0
850,军事科学院,北京,解放军,0,0,91101,0,0,A,0
851,解放军医学院,北京,解放军,0,0,91102,0,0,A,0
852,西北核技术研究所,陕西,解放军,0,0,91103,0,0,A,0
